EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,MaritalStatus,Education,EducationField,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Attrition,attrition_flag,satisfaction_avg,tenure_band,income_band
1242,42,FEMALE,Research & Development,Research Director,Travel_Frequently,Married,5,Medical,13191,23281,17,3,0,20,6,1,0,0,0,YES,No,0,1.6666666666666667,0-1,Q5 Highest
1243,35,FEMALE,Sales,Sales Executive,Non-Travel,Married,2,Marketing,10377,13755,11,3,1,16,6,13,2,4,12,YES,No,0,3.0,10+,Q5 Highest
1244,27,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2235,14377,14,3,2,9,3,9,7,6,8,YES,No,0,1.3333333333333333,5-10,Q1 Lowest
1245,54,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,4,Life Sciences,10502,9659,17,3,1,33,2,5,4,1,4,NO,No,0,2.6666666666666665,3-5,Q5 Highest
1246,44,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Life Sciences,2011,19982,13,3,1,10,5,10,5,7,7,NO,No,0,2.6666666666666665,5-10,Q1 Lowest
1248,19,FEMALE,Research & Development,Research Scientist,Non-Travel,Single,3,Medical,1859,6148,25,4,0,1,2,1,1,0,0,YES,Yes,1,2.3333333333333335,0-1,Q1 Lowest
1249,29,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Life Sciences,3760,5598,15,3,3,3,5,3,2,1,2,NO,No,0,2.6666666666666665,1-3,Q2
1250,54,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Life Sciences,17779,23474,14,3,0,36,2,10,9,0,9,NO,No,0,3.6666666666666665,5-10,Q5 Highest
1251,31,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,2,Medical,6833,17089,12,3,0,6,2,6,5,0,1,YES,No,0,2.0,5-10,Q4
1252,31,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Medical,6812,17198,19,3,0,10,2,10,9,1,8,NO,No,0,2.3333333333333335,5-10,Q4
1254,59,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,3,Life Sciences,5171,16490,17,3,0,13,2,6,1,0,5,NO,No,0,3.3333333333333335,5-10,Q3
1255,43,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Life Sciences,19740,18625,14,3,1,25,2,8,7,0,7,NO,No,0,3.3333333333333335,5-10,Q5 Highest
1256,49,MALE,Research & Development,Manager,Travel_Rarely,Married,2,Medical,18711,12124,13,3,1,23,2,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q5 Highest
1257,36,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Technical Degree,3692,9256,12,3,0,12,2,11,10,0,7,NO,No,0,2.3333333333333335,10+,Q2
1258,48,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,2,Technical Degree,2559,16620,11,3,0,7,4,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q1 Lowest
1259,27,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,2,Life Sciences,2517,3208,11,3,3,5,2,5,3,0,3,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
1260,29,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3,Life Sciences,6623,4204,11,3,2,6,2,6,0,1,0,YES,No,0,3.3333333333333335,5-10,Q4
1263,48,MALE,Research & Development,Research Director,Travel_Rarely,Single,3,Life Sciences,18265,8733,12,3,0,25,3,1,0,0,0,NO,No,0,4.0,0-1,Q5 Highest
1264,29,FEMALE,Research & Development,Research Director,Travel_Rarely,Divorced,3,Life Sciences,16124,3423,14,3,2,9,2,7,7,1,7,NO,No,0,3.3333333333333335,5-10,Q5 Highest
1265,34,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Technical Degree,2585,21643,17,3,0,2,5,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q1 Lowest
1267,44,MALE,Sales,Manager,Travel_Rarely,Married,3,Marketing,18213,8751,11,3,1,26,5,22,9,3,10,NO,No,0,2.3333333333333335,10+,Q5 Highest
1268,33,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,5,Marketing,8380,21708,14,3,2,10,3,9,8,0,8,YES,No,0,3.3333333333333335,5-10,Q4
1269,19,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,2994,21221,12,3,0,1,2,1,0,0,1,YES,No,0,3.0,0-1,Q2
1270,23,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Life Sciences,1223,16901,22,4,1,1,2,1,0,0,1,NO,No,0,3.3333333333333335,0-1,Q1 Lowest
1273,25,MALE,Sales,Sales Representative,Travel_Frequently,Single,1,Life Sciences,1118,8040,14,3,0,1,4,1,0,1,0,YES,Yes,1,3.3333333333333335,0-1,Q1 Lowest
1275,26,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Life Sciences,2875,9973,20,4,0,8,2,8,5,2,2,YES,No,0,3.0,5-10,Q2
1277,45,FEMALE,Sales,Manager,Travel_Rarely,Single,3,Marketing,18824,2493,16,3,0,26,2,24,10,1,11,YES,Yes,1,2.0,10+,Q5 Highest
1278,55,MALE,Research & Development,Healthcare Representative,Non-Travel,Divorced,1,Medical,13577,25592,15,3,1,34,3,33,9,15,0,YES,No,0,3.0,10+,Q5 Highest
1279,21,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,2,Life Sciences,2625,25308,20,4,0,2,2,2,2,2,2,NO,Yes,1,1.6666666666666667,1-3,Q1 Lowest
1280,46,FEMALE,Sales,Manager,Travel_Rarely,Married,2,Marketing,18789,9946,14,3,1,26,2,11,4,0,8,NO,No,0,3.0,10+,Q5 Highest
1281,34,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,4538,6039,12,3,0,4,3,3,2,0,2,YES,No,0,2.3333333333333335,1-3,Q3
1282,51,MALE,Sales,Manager,Travel_Frequently,Divorced,3,Life Sciences,19847,19196,24,4,1,31,5,29,10,11,10,YES,No,0,2.6666666666666665,10+,Q5 Highest
1283,59,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,4,Medical,10512,20002,12,3,0,25,6,9,7,5,4,NO,No,0,3.3333333333333335,5-10,Q5 Highest
1285,34,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,3,Medical,4444,22534,13,3,2,15,2,11,8,5,10,NO,No,0,3.0,10+,Q3
1286,28,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,4,Medical,2154,6842,11,3,0,5,2,4,2,0,2,YES,No,0,3.0,3-5,Q1 Lowest
1288,44,MALE,Research & Development,Manager,Travel_Rarely,Divorced,2,Life Sciences,19190,17477,14,3,2,26,4,25,9,14,13,NO,No,0,2.0,10+,Q5 Highest
1289,34,MALE,Human Resources,Human Resources,Travel_Frequently,Married,3,Life Sciences,4490,21833,11,3,2,14,5,10,9,1,8,NO,No,0,3.0,5-10,Q3
1291,35,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Life Sciences,3506,6020,14,3,0,4,3,3,2,2,2,YES,No,0,3.0,1-3,Q2
1292,42,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Medical,2372,5628,16,3,0,18,2,1,0,0,0,YES,No,0,2.3333333333333335,0-1,Q1 Lowest
1293,43,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,10231,20364,14,3,0,23,3,21,7,15,17,NO,No,0,4.0,10+,Q5 Highest
1294,36,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,4,Life Sciences,5410,2323,11,3,0,18,2,16,14,5,12,YES,No,0,2.6666666666666665,10+,Q3
1295,44,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Medical,7978,14075,11,3,1,10,2,10,7,0,5,NO,Yes,1,2.6666666666666665,5-10,Q4
1296,28,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,3,Life Sciences,3867,14222,12,3,1,2,2,2,2,2,2,YES,No,0,3.6666666666666665,1-3,Q2
1297,51,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,2,Medical,2838,4257,14,3,0,8,6,7,0,7,7,NO,No,0,2.3333333333333335,5-10,Q2
1298,30,FEMALE,Research & Development,Manufacturing Director,Non-Travel,Single,2,Medical,4695,12858,18,3,0,10,3,8,4,1,7,YES,No,0,3.0,5-10,Q3
1299,29,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Technical Degree,3339,17285,13,3,2,10,2,7,7,7,7,YES,Yes,1,2.6666666666666665,5-10,Q2
1301,28,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Technical Degree,2080,4732,11,3,0,5,2,3,2,1,2,NO,No,0,2.3333333333333335,1-3,Q1 Lowest
1303,25,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Medical,2096,18830,18,3,0,2,3,2,2,2,1,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
1304,32,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Medical,6209,11693,15,3,2,10,4,10,7,0,8,NO,No,0,3.6666666666666665,5-10,Q4
1306,45,FEMALE,Research & Development,Manager,Travel_Frequently,Single,3,Medical,18061,13035,22,4,0,22,4,0,0,0,0,NO,No,0,2.3333333333333335,0-1,Q5 Highest
1307,39,FEMALE,Research & Development,Manager,Travel_Rarely,Divorced,4,Medical,17123,17334,13,3,2,21,4,19,9,15,2,YES,No,0,2.6666666666666665,10+,Q5 Highest
1308,58,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,4,Life Sciences,2372,26076,12,3,2,2,3,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q1 Lowest
1309,32,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Life Sciences,4883,22845,18,3,1,10,3,10,4,1,1,NO,Yes,1,3.3333333333333335,5-10,Q3
1310,39,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Medical,3904,22154,13,3,0,6,2,5,2,0,3,NO,Yes,1,2.3333333333333335,3-5,Q2
1311,30,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Technical Degree,4627,23631,12,3,1,10,6,9,2,6,7,NO,No,0,2.6666666666666665,5-10,Q3
1312,36,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,4,Technical Degree,7094,5747,12,3,0,10,0,7,7,1,7,NO,No,0,3.3333333333333335,5-10,Q4
1314,46,FEMALE,Human Resources,Human Resources,Travel_Rarely,Single,2,Life Sciences,3423,22957,12,3,0,10,3,7,6,5,7,NO,No,0,3.0,5-10,Q2
1315,28,FEMALE,Research & Development,Laboratory Technician,Non-Travel,Married,3,Life Sciences,6674,16392,11,3,3,10,6,9,8,7,5,NO,No,0,3.3333333333333335,5-10,Q4
1317,50,FEMALE,Research & Development,Research Director,Travel_Rarely,Married,3,Life Sciences,16880,22422,11,3,0,25,2,3,2,1,2,YES,No,0,2.6666666666666665,1-3,Q5 Highest
1318,40,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,9094,17235,12,3,0,9,2,5,4,1,0,YES,Yes,1,3.0,3-5,Q4
1319,52,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Life Sciences,8446,21534,19,3,0,10,2,8,7,7,7,YES,Yes,1,2.0,5-10,Q4
1321,30,FEMALE,Research & Development,Manager,Travel_Rarely,Married,4,Medical,11916,25927,23,4,2,9,2,9,1,0,8,YES,No,0,2.0,5-10,Q5 Highest
1322,39,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,2,Life Sciences,4534,13352,11,3,0,9,6,8,7,1,7,NO,No,0,2.3333333333333335,5-10,Q3
1324,31,FEMALE,Sales,Sales Executive,Non-Travel,Divorced,4,Life Sciences,9852,8935,19,3,1,10,5,10,8,9,6,YES,No,0,3.0,5-10,Q4
1329,41,MALE,Sales,Sales Executive,Non-Travel,Single,2,Medical,6151,22074,13,3,0,19,4,19,2,11,9,NO,No,0,2.6666666666666665,10+,Q4
1331,31,FEMALE,Sales,Sales Representative,Travel_Frequently,Single,3,Life Sciences,2302,8319,11,3,0,3,2,3,2,2,2,YES,Yes,1,3.3333333333333335,1-3,Q1 Lowest
1333,44,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,2362,14669,12,3,0,10,4,3,2,1,2,NO,Yes,1,2.0,1-3,Q1 Lowest
1334,42,MALE,Research & Development,Manager,Non-Travel,Married,1,Life Sciences,17861,26582,13,3,0,21,3,20,8,2,10,YES,No,0,2.6666666666666665,10+,Q5 Highest
1336,55,FEMALE,Research & Development,Manager,Travel_Rarely,Married,2,Medical,19187,6992,14,3,1,23,5,19,9,9,11,NO,No,0,3.3333333333333335,10+,Q5 Highest
1338,56,MALE,Human Resources,Manager,Travel_Rarely,Single,4,Life Sciences,19717,4022,14,3,0,36,4,7,3,7,7,NO,No,0,3.0,5-10,Q5 Highest
1340,40,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,2,Life Sciences,3544,8532,16,3,1,6,0,4,2,0,0,NO,No,0,3.0,3-5,Q2
1344,34,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3,Life Sciences,8500,5494,11,3,1,10,0,9,7,1,6,NO,No,0,3.3333333333333335,5-10,Q4
1346,40,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,4661,22455,13,3,0,9,4,9,8,8,8,NO,No,0,3.3333333333333335,5-10,Q3
1349,41,FEMALE,Sales,Sales Executive,Travel_Frequently,Divorced,3,Marketing,4103,4297,17,3,1,10,2,9,3,1,7,NO,No,0,2.3333333333333335,5-10,Q2
1350,35,MALE,Research & Development,Research Scientist,Travel_Frequently,Single,4,Life Sciences,4249,2690,11,3,0,9,3,9,6,1,1,YES,No,0,3.0,5-10,Q3
1352,51,MALE,Human Resources,Manager,Travel_Rarely,Divorced,3,Life Sciences,14026,17588,11,3,1,33,2,33,9,0,10,YES,No,0,2.6666666666666665,10+,Q5 Highest
1355,38,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Life Sciences,6893,19461,15,3,1,11,3,7,7,1,7,NO,No,0,2.0,5-10,Q4
1356,34,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,2,Medical,6125,23553,12,3,0,10,6,10,8,9,6,NO,No,0,2.6666666666666665,5-10,Q4
1358,25,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Medical,3669,9075,11,3,3,7,6,3,2,1,2,NO,No,0,3.3333333333333335,1-3,Q2
1360,58,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Medical,10008,12023,14,3,0,31,0,10,9,5,9,YES,Yes,1,2.0,5-10,Q5 Highest
1361,40,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Life Sciences,2387,6762,22,4,1,7,3,4,2,0,3,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
1362,36,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,3,Marketing,4639,2261,16,3,1,17,2,15,7,6,13,NO,No,0,1.3333333333333333,10+,Q3
1363,48,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Life Sciences,7898,18706,11,3,0,11,2,10,9,0,8,NO,No,0,3.6666666666666665,5-10,Q4
1364,27,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,3,Medical,2534,6527,14,3,1,5,4,1,0,0,0,NO,No,0,3.3333333333333335,0-1,Q1 Lowest
1367,51,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,2,Technical Degree,13142,24439,16,3,0,29,1,5,2,0,3,NO,No,0,2.6666666666666665,3-5,Q5 Highest
1368,18,FEMALE,Research & Development,Laboratory Technician,Non-Travel,Single,3,Life Sciences,1611,19305,15,3,0,0,5,0,0,0,0,NO,No,0,4.0,0-1,Q1 Lowest
1369,35,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Medical,5363,10846,12,3,1,10,0,9,7,0,0,NO,No,0,3.6666666666666665,5-10,Q3
1371,27,MALE,Sales,Sales Executive,Travel_Frequently,Single,1,Life Sciences,5071,20392,20,4,0,8,3,6,2,0,0,NO,No,0,3.6666666666666665,5-10,Q3
1372,55,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,13695,9277,17,3,0,24,2,19,7,3,8,YES,Yes,1,2.0,10+,Q5 Highest
1373,56,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,13402,18235,12,3,1,33,0,19,16,15,9,YES,No,0,3.0,10+,Q5 Highest
1374,34,FEMALE,Research & Development,Research Scientist,Non-Travel,Divorced,1,Technical Degree,2029,15891,20,4,3,5,2,5,4,0,0,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
1375,40,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,1,Medical,6377,13888,20,4,3,15,0,12,11,11,8,NO,No,0,2.6666666666666665,10+,Q4
1377,34,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Medical,5429,17491,13,3,2,10,1,8,7,7,7,NO,No,0,2.6666666666666665,5-10,Q3
1379,31,FEMALE,Sales,Sales Representative,Travel_Frequently,Single,3,Life Sciences,2785,11882,14,3,0,3,3,1,0,0,0,NO,Yes,1,3.6666666666666665,0-1,Q2
1380,35,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,4,Marketing,4614,23288,18,3,1,5,0,4,2,3,2,YES,Yes,1,3.0,3-5,Q3
1382,38,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Life Sciences,2610,15748,11,3,3,4,2,4,2,0,3,NO,No,0,3.3333333333333335,3-5,Q1 Lowest
1383,34,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Technical Degree,6687,6163,11,3,0,14,2,14,11,4,11,NO,No,0,3.6666666666666665,10+,Q4
1387,28,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,4724,24232,11,3,1,5,0,5,3,0,4,NO,No,0,2.3333333333333335,3-5,Q3
1389,31,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Medical,6179,21057,15,3,2,10,3,10,2,6,7,YES,Yes,1,3.0,5-10,Q4
1390,39,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Life Sciences,6120,3567,12,3,2,8,2,5,4,1,4,YES,No,0,3.0,3-5,Q4
1391,51,MALE,Sales,Sales Executive,Travel_Frequently,Married,3,Marketing,10596,15395,11,3,0,14,5,4,2,3,2,NO,No,0,2.3333333333333335,3-5,Q5 Highest
1392,41,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Life Sciences,5467,13953,14,3,2,12,4,6,2,3,3,YES,No,0,3.3333333333333335,5-10,Q3
1394,37,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Life Sciences,2996,5182,15,3,0,8,2,6,4,1,3,YES,No,0,3.0,5-10,Q2
1395,33,MALE,Sales,Sales Executive,Travel_Frequently,Married,1,Life Sciences,9998,19293,13,3,0,8,2,5,4,1,2,NO,No,0,3.3333333333333335,3-5,Q5 Highest
1396,32,MALE,Sales,Sales Executive,Travel_Rarely,Married,1,Marketing,4078,20497,13,3,3,4,3,3,2,1,2,YES,No,0,2.3333333333333335,1-3,Q2
1397,39,MALE,Research & Development,Healthcare Representative,Non-Travel,Married,2,Life Sciences,10920,3449,21,4,1,13,2,6,4,0,5,NO,No,0,3.0,5-10,Q5 Highest
1399,25,MALE,Sales,Sales Executive,Travel_Rarely,Married,1,Life Sciences,6232,12477,11,3,0,6,3,3,2,1,2,NO,No,0,2.0,1-3,Q4
1401,52,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,2,Medical,13247,9731,11,3,1,24,3,5,3,0,2,YES,No,0,3.0,3-5,Q5 Highest
1402,43,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Medical,4081,20003,14,3,0,20,3,20,7,1,8,YES,No,0,1.6666666666666667,10+,Q2
1403,27,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,5769,7100,11,3,0,6,3,6,2,4,4,YES,No,0,3.6666666666666665,5-10,Q4
1405,27,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Life Sciences,2394,25681,13,3,0,8,2,8,2,7,7,YES,Yes,1,3.3333333333333335,5-10,Q1 Lowest
1407,26,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,3904,4050,12,3,0,5,2,4,3,1,1,NO,No,0,2.6666666666666665,3-5,Q2
1408,42,FEMALE,Human Resources,Manager,Travel_Rarely,Married,3,Human Resources,16799,16616,14,3,1,21,5,20,7,0,9,NO,No,0,2.3333333333333335,10+,Q5 Highest
1409,52,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Other,2950,17363,13,3,0,12,2,5,4,0,4,NO,No,0,1.6666666666666667,3-5,Q2
1411,37,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Medical,3629,19106,18,3,0,8,6,3,2,0,2,NO,No,0,2.3333333333333335,1-3,Q2
1412,35,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,2,Life Sciences,9362,19944,11,3,0,10,2,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q4
1415,25,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Technical Degree,3229,4910,11,3,1,7,2,3,2,0,2,NO,No,0,2.3333333333333335,1-3,Q2
1417,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Other,3578,23577,12,3,0,8,2,7,7,0,7,NO,No,0,2.3333333333333335,5-10,Q2
1419,29,MALE,Human Resources,Human Resources,Travel_Rarely,Single,3,Other,7988,9769,13,3,0,10,3,10,9,0,9,NO,No,0,1.6666666666666667,5-10,Q4
1420,49,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,2,Life Sciences,4284,22710,20,4,0,20,2,4,3,1,3,NO,Yes,1,1.6666666666666667,3-5,Q3
1421,29,FEMALE,Research & Development,Healthcare Representative,Travel_Frequently,Single,1,Other,7553,22930,12,3,0,9,1,8,7,7,7,YES,Yes,1,3.3333333333333335,5-10,Q4
1422,54,FEMALE,Research & Development,Research Director,Travel_Rarely,Single,3,Medical,17328,5652,19,3,0,29,3,20,7,12,7,NO,No,0,3.3333333333333335,10+,Q5 Highest
1423,58,FEMALE,Research & Development,Research Director,Travel_Rarely,Married,3,Medical,19701,22456,21,4,1,32,3,9,8,1,5,YES,No,0,2.6666666666666665,5-10,Q5 Highest
1424,55,MALE,Research & Development,Research Director,Travel_Rarely,Divorced,4,Medical,14732,12414,13,3,2,31,4,7,7,0,0,NO,No,0,3.3333333333333335,5-10,Q5 Highest
1425,36,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,9278,20763,16,3,0,15,3,5,4,0,1,YES,No,0,2.0,3-5,Q4
1427,31,FEMALE,Sales,Sales Representative,Travel_Frequently,Single,4,Life Sciences,1359,16154,12,3,0,1,3,1,0,0,0,NO,Yes,1,2.6666666666666665,0-1,Q1 Lowest
1428,30,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,4779,12761,14,3,2,8,3,3,2,0,2,NO,No,0,2.6666666666666665,1-3,Q3
1430,31,FEMALE,Research & Development,Research Director,Travel_Rarely,Single,5,Life Sciences,16422,8847,11,3,0,9,3,3,2,1,0,NO,No,0,2.3333333333333335,1-3,Q5 Highest
1431,34,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,4,Other,2996,20284,14,3,2,10,2,4,3,1,3,NO,No,0,2.6666666666666665,3-5,Q2
1433,31,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,1261,22262,12,3,0,1,3,1,0,0,0,NO,Yes,1,2.3333333333333335,0-1,Q1 Lowest
1434,27,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Life Sciences,2099,7679,14,3,0,6,3,5,0,1,4,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
1435,36,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,4,Life Sciences,5810,22604,16,3,0,10,2,10,4,1,8,NO,No,0,2.3333333333333335,5-10,Q4
1436,36,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Marketing,5647,13494,13,3,2,11,3,3,2,0,2,NO,No,0,2.0,1-3,Q3
1438,47,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Technical Degree,3420,10205,12,3,1,17,2,6,5,1,2,NO,No,0,2.3333333333333335,5-10,Q2
1439,25,MALE,Sales,Sales Representative,Travel_Rarely,Married,2,Life Sciences,4400,15182,12,3,0,6,2,3,2,2,2,NO,Yes,1,1.6666666666666667,1-3,Q3
1440,37,MALE,Research & Development,Laboratory Technician,Non-Travel,Single,2,Technical Degree,3500,25470,14,3,0,7,2,6,5,1,3,NO,No,0,2.3333333333333335,5-10,Q2
1441,56,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Life Sciences,2066,10494,22,4,1,5,3,3,2,1,0,NO,No,0,2.0,1-3,Q1 Lowest
1443,47,FEMALE,Research & Development,Research Director,Travel_Rarely,Married,4,Medical,17169,26703,19,3,2,26,2,20,17,5,6,NO,No,0,2.6666666666666665,10+,Q5 Highest
1445,24,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,1,Medical,4162,15211,12,3,2,5,3,5,4,0,3,YES,No,0,3.3333333333333335,3-5,Q2
1446,32,MALE,Sales,Sales Executive,Travel_Rarely,Married,5,Marketing,9204,23343,12,3,1,7,3,4,3,0,3,NO,No,0,3.3333333333333335,3-5,Q4
1447,34,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,3294,3708,17,3,1,7,2,5,4,0,2,NO,No,0,2.6666666666666665,3-5,Q2
1448,41,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,5,Medical,2127,5561,12,3,0,7,5,4,2,0,3,YES,No,0,2.3333333333333335,3-5,Q1 Lowest
1449,40,MALE,Research & Development,Laboratory Technician,Non-Travel,Divorced,4,Other,3975,23099,11,3,2,11,2,8,7,0,7,NO,No,0,3.3333333333333335,5-10,Q2
1453,31,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Life Sciences,10793,8386,18,3,1,13,5,13,7,9,9,NO,No,0,2.6666666666666665,10+,Q5 Highest
1457,46,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Marketing,10096,15986,11,3,1,28,1,7,7,4,3,NO,Yes,1,3.0,5-10,Q5 Highest
1458,39,FEMALE,Research & Development,Laboratory Technician,Non-Travel,Single,3,Life Sciences,3646,17181,23,4,0,11,2,1,0,0,0,YES,Yes,1,2.0,0-1,Q2
1459,31,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,5,Life Sciences,7446,8931,11,3,0,10,2,10,8,4,7,NO,Yes,1,2.6666666666666665,5-10,Q4
